nom;dpt_numero;code_postal;commune_code;Population_2010;Population_1999;Densite_2010;surface;longitude_degre;latitude_degre;longitude_DMS;latitude_DMS;altitude_mini;altitude_maxi
BETTANT;1;1500;1041;724;685;214;3,37;5,36667;45,9333;52146;455637;245;605
BETTBORN;57;57930;57071;427;353;64;6,57;7,01667;48,8;70117;484803;232;322
BETTEGNEY-SAINT-BRICE;88;88450;88055;141;114;26;5,32;6,3;48,3;61825;481757;304;437
BETTELAINVILLE;57;57640;57072;625;597;45;13,71;6,3;49,2333;61802;491414;198;301
BETTEMBOS;80;80590;80098;98;97;23;4,16;1,88333;49,8;15247;494815;169;192
BETTENCOURT-RIVIERE;80;80270;80099;213;212;28;7,38;1,96667;49,9833;15838;495949;11;94
BETTENCOURT-SAINT-OUEN;80;80610;80100;623;410;77;8,04;2,11667;50,0167;20641;500132;17;103
BETTENDORF;68;68560;68033;481;427;101;4,73;7,28333;47,5833;71636;473502;321;407
BETTES;65;65130;65091;67;62;19;3,38;0,216667;43,0833;1247;430443;395;723
BETTEVILLE;76;76190;76089;549;486;64;8,57;0,8;49,55;4736;493305;17;132
BETTIGNIES;59;59600;59076;262;269;56;4,62;3,96667;50,3333;35817;502004;122;158
BETTING;57;57800;57073;881;904;197;4,45;6,81667;49,1167;64901;490740;204;360
BETTLACH;68;68480;68034;329;288;80;4,09;7,41667;47,5;72451;473032;399;530
BETTON;35;35830;35024;10111;8555;378;26,73;-1,65;48,1833;-13838;481057;27;90
BETTON-BETTONET;73;73390;73041;297;203;87;3,41;6,18333;45,5333;61116;453149;287;571
BETTONCOURT;88;88500;88056;91;125;28;3,18;6,16667;48,35;60941;482056;253;374
BETTRECHIES;59;59570;59077;247;246;73;3,36;3,75;50,3167;34438;501928;67;129
BETTVILLER;57;57410;57074;835;741;45;18,41;7,28333;49,0833;71707;490446;252;376
BETTWILLER;67;67320;67036;335;332;82;4,06;7,18333;48,8833;71045;485311;248;351
BETZ;60;60620;60069;1076;937;69;15,39;2,95;49,15;25720;490924;87;140
BETZ-LE-CHATEAU;37;37600;37026;582;595;12;46,88;0,916667;46,9833;5513;465931;91;144
BEUGIN;62;62150;62120;446;413;88;5,06;2,51667;50,45;23103;502632;55;147
BEUGNATRE;62;62450;62121;138;123;34;3,97;2,88333;50,1167;25232;500746;98;117
BEUGNEUX;2;2210;2082;122;83;15;7,68;3,41667;49,2333;32451;491404;92;202
BEUGNIES;59;59216;59078;581;522;65;8,92;4,01667;50,1667;40054;500943;179;219
BEUGNON;89;89570;89041;317;330;41;7,7;3,80528;48,0206;34819;480114;105;136
BEUGNY;62;62124;62122;367;319;62;5,83;2,93333;50,1167;25603;500712;99;127
BEUIL;6;6470;6016;495;335;6;75,65;6,98333;44,1;65915;440542;1040;2815
BEULOTTE-SAINT-LAURENT;70;70310;70071;71;68;5;14,2;6,68333;47,8667;64039;475138;520;757
BEURE;25;25720;25058;1356;1378;339;3,99;6;47,2;60014;471229;234;480
BEUREY;10;10140;10045;189;171;10;17,33;4,46667;48,1833;42759;481103;184;278
BEUREY-BAUGUAY;21;21320;21068;140;91;19;7,3;4,43333;47,2333;42526;471357;392;536
BEUREY-SUR-SAULX;55;55000;55049;435;496;37;11,62;5,03333;48,75;50137;484528;148;235
BEURIERES;63;63220;63039;304;344;18;16,27;3,77445;45,4395;34628;452622;557;1033
BEURIZOT;21;21350;21069;117;110;8;14,5;4,5;47,35;42941;472108;332;513
BEURLAY;17;17250;17045;1003;755;103;9,71;-0,833333;45,8667;-5013;455137;5;40
BEURVILLE;52;52110;52047;102;111;4;22,92;4,83333;48,3167;45000;481909;200;336
BEUSSENT;62;62170;62123;511;409;32;15,93;1,8;50,55;14732;503247;26;151
BEUSTE;64;64800;64119;515;553;88;5,84;-0,233333;43,2167;-1352;431305;233;418
BEUTAL;25;25250;25059;275;199;47;5,78;6,65;47,4667;63818;472817;310;469
BEUTIN;62;62170;62124;493;373;164;3;1,71667;50,4833;14334;502928;4;67
BEUVARDES;2;2130;2083;721;637;46;15,66;3,48333;49,15;32922;490831;131;226
BEUVEILLE;54;54620;54067;735;520;61;11,9;5,68333;49,4333;54125;492555;217;333
BEUVEZIN;54;54115;54068;120;125;15;7,72;5,96667;48,3833;55733;482245;343;495
BEUVILLERS;14;14100;14069;1333;1076;270;4,92;0,25;49,1333;1452;490747;47;140
BEUVILLERS;54;54560;54069;349;307;58;5,95;5,91667;49,3833;55455;492301;332;391
BEUVRAGES;59;59192;59079;6652;7678;2217;3;3,5;50,3833;33020;502309;18;34
BEUVRAIGNES;80;80700;80101;826;696;57;14,45;2,76667;49,65;24606;493843;77;104
BEUVREQUEN;62;62250;62125;398;392;83;4,75;1,66667;50,8;13957;504809;3;93
BEUVRIGNY;50;50420;50050;139;95;20;6,77;-1;48,9667;-10016;485805;60;216
BEUVRON;58;58210;58029;105;81;11;9,5;3,5;47,3667;32938;472133;175;310
BEUVRON-EN-AUGE;14;14430;14070;239;234;24;9,68;-0,05;49,1833;-245;491119;3;143
BEUVRY;62;62660;62126;8817;9174;523;16,85;2,68333;50,5167;24046;503111;18;42
BEUVRY-LA-FORET;59;59310;59080;2737;2762;218;12,52;3,28695;50,4595;31713;502734;14;35
BEUX;57;57580;57075;274;211;54;5,03;6,31667;49;61860;485958;233;315
BEUXES;86;86120;86026;530;482;47;11,19;0,183333;47,0833;1051;470538;36;68
BEUZEC-CAP-SIZUN;29;29790;29008;1064;1038;30;34,54;-4,51667;48,0833;-43042;480431;0;99
BEUZEVILLE;27;27210;27065;4178;3096;179;23,25;0,35;49,3333;2033;492041;48;146
BEUZEVILLE-AU-PLAIN;50;50480;50051;47;46;23;2,04;-1,3;49,4333;-11710;492550;14;41
BEUZEVILLE-LA-BASTILLE;50;50360;50052;150;161;34;4,34;-1,36667;49,35;-12215;492125;2;37
BEUZEVILLE-LA-GRENIER;76;76210;76090;1056;1032;170;6,19;0,433333;49,6;2535;493532;94;127
BEUZEVILLE-LA-GUERARD;76;76450;76091;183;150;28;6,42;0,616667;49,7167;3708;494249;106;144
BEUZEVILLETTE;76;76210;76092;713;651;126;5,63;0,533333;49,5667;3209;493419;56;154
BEVENAIS;38;38690;38042;928;649;65;14,08;5,38333;45,4;52322;452353;426;705
BEVEUGE;70;70110;70072;86;93;16;5,18;6,48333;47,55;62858;473330;265;300
BEVILLE-LE-COMTE;28;28700;28039;1458;1335;72;20,12;1,71667;48,4333;14248;482611;122;158
BEVILLERS;59;59217;59081;555;565;115;4,79;3,38333;50,15;32323;500928;83;121
BEVONS;4;4200;4027;202;131;17;11,26;5,9;44,1833;55301;441049;485;969
BEVY;21;21220;21070;95;91;18;5,26;4,85;47,1833;45117;471045;329;626
BEY;1;1290;1042;245;221;88;2,77;4,85;46,2167;45045;461310;175;213
BEY;71;71620;71033;796;633;89;8,92;4,96667;46,8167;45749;464916;174;206
BEY-SUR-SEILLE;54;54760;54070;158;167;28;5,53;6,33333;48,8;62032;484816;195;243
BEYCHAC-ET-CAILLAU;33;33750;33049;1983;1786;126;15,62;-0,4;44,8833;-2216;445212;10;84
BEYLONGUE;40;40370;40040;363;300;9;37,51;-0,833333;43,9167;-4944;435522;35;103
BEYNAC;87;87700;87015;626;478;49;12,57;1,15;45,7667;11005;454602;207;356
BEYNAC-ET-CAZENAC;24;24220;24040;532;506;41;12,74;1,15;44,8333;10838;445024;53;288
BEYNAT;19;19190;19023;1263;1152;36;34,84;1,72333;45,1245;14324;450728;189;581
BEYNES;4;4270;4028;123;114;2;41,24;6,23333;43,9833;61324;435927;537;1601
BEYNES;78;78650;78062;7678;7200;413;18,56;1,86667;48,85;15222;485123;39;134
BEYNOST;1;1700;1043;4475;3528;420;10,64;5;45,8333;50005;455025;174;322
BEYREDE-JUMET;65;65410;65092;223;218;14;15,9;0,383333;42,95;2233;425729;635;1924
BEYREN-LES-SIERCK;57;57570;57076;482;426;51;9,28;6,28333;49,4667;61840;492805;154;268
BEYRIE-EN-BEARN;64;64230;64121;179;131;65;2,72;-0,466667;43,3667;-2817;432221;167;245
BEYRIE-SUR-JOYEUSE;64;64120;64120;513;464;20;24,8;0,919168;43,3125;-10451;431845;52;328
BEYRIES;40;40700;40041;106;86;24;4,29;-0,633333;43,5667;-3816;433418;77;163
BEYSSAC;19;19230;19024;697;726;32;21,32;1,4;45,3667;12414;452217;215;432
BEYSSENAC;19;19230;19025;369;347;20;18,3;1,26667;45,4;11710;452415;253;436
BEZ-ET-ESPARON;30;30120;30038;360;301;43;8,33;3,51667;43,9667;33151;435819;279;861
BEZAC;9;9100;9056;303;227;36;8,35;1,58333;43,15;13430;430853;248;390
BEZALLES;77;77970;77033;229;162;86;2,66;3,23333;48,6833;31434;484042;144;169
BEZANCOURT;76;76220;76093;335;248;19;17,59;1,63333;49,45;13732;492634;118;211
BEZANGE-LA-GRANDE;54;54370;54071;169;182;9;17,24;6,46667;48,75;62826;484446;203;311
BEZANGE-LA-PETITE;57;57630;57077;92;100;11;7,93;6,61667;48,7333;63645;484351;209;290
BEZANNES;51;51430;51058;1425;1302;177;8,01;3,98333;49,2167;35919;491324;79;118
BEZAUDUN-LES-ALPES;6;6510;6017;204;140;9;21,44;7,1;43,8;70546;434827;560;1340
BEZAUDUN-SUR-BINE;26;26460;26051;87;55;4;17,97;5,16667;44,6;50955;443547;439;1532
BEZAUMONT;54;54380;54072;249;249;58;4,26;6,1;48,85;60640;485111;179;376
BEZE;21;21310;21071;724;632;30;23,4;5,26667;47,4667;51615;472805;201;305
BEZENAC;24;24220;24041;132;129;31;4,16;1,1;44,85;10525;445037;57;267
BEZENET;3;3170;3027;987;953;99;9,94;2,85;46,3333;25042;461944;270;376
BEZERIL;32;32130;32051;116;92;12;9,65;0,9;43,55;5240;433237;172;272
BEZIERS;34;34500;34032;70955;69359;743;95,48;3,25;43,35;31258;432036;4;120
BEZINGHEM;62;62650;62127;357;294;27;13,15;1,81667;50,6;14934;503540;50;176
BEZINS-GARRAUX;31;31440;31067;51;39;6;7,71;0,7;42,9333;4119;425557;568;1788
BEZOLLES;32;32310;32052;139;156;12;11,13;0,35;43,6333;2102;434923;93;222
BEZONS;95;95870;95063;27987;26312;6727;4,16;2,21667;48,9333;21301;485532;22;52
BEZONVAUX;55;55100;55050;0;0;0;9,23;5,4675;49,2367;52803;491412;226;367
BEZOUCE;30;30320;30039;2126;1953;172;12,29;4,48333;43,8833;42924;435253;56;139
BEZOUOTTE;21;21310;21072;201;214;182;1,1;5,33333;47,3833;51956;472258;193;226
BEZU-LA-FORET;27;27480;27066;245;188;27;8,98;1,63333;49,4167;13749;492405;107;160
BEZU-LE-GUERY;2;2310;2084;259;204;23;11,1;3,23333;49,0167;31330;490028;64;212
BEZU-SAINT-ELOI;27;27660;27067;1386;1172;121;11,42;1,7;49,3;14203;491743;48;117
BEZU-SAINT-GERMAIN;2;2400;2085;959;478;86;11,13;3,4;49,1;32433;490629;129;217
BEZUES-BAJON;32;32140;32053;209;183;16;12,86;0,616667;43,3833;3557;432305;220;314
BIACHE-SAINT-VAAST;62;62118;62128;3907;3914;420;9,29;2,95;50,3;25639;501842;42;70
BIACHES;80;80200;80102;380;416;58;6,52;2,91667;49,9167;25431;495528;47;91
BIANS-LES-USIERS;25;25520;25060;572;528;40;14,01;6,26667;46,9667;61603;465744;700;922
BIARD;86;86000;86027;1659;1502;222;7,47;0,3;46,5667;1821;463439;75;136
BIARNE;39;39290;39051;363;354;58;6,21;5,45;47,15;52725;470845;192;262
BIARRE;80;80190;80103;64;71;26;2,4;2,86667;49,7167;25244;494318;81;91
BIARRITZ;64;64200;64122;25306;30046;2170;11,66;-1,56667;43,4833;-13326;432850;0;85
BIARROTTE;40;40390;40042;249;226;50;4,9;0,727779;43,5609;-11620;433339;8;55
BIARS-SUR-CERE;46;46130;46029;1906;1988;525;3,63;1,86667;44,9333;15050;445541;125;265
BIAS;40;40170;40043;765;514;36;20,95;0,782223;44,1459;-11304;440845;20;70
BIAS;47;47300;47027;3186;2955;259;12,29;0,683333;44,4167;4009;442458;42;76
BIAUDOS;40;40390;40044;803;635;51;15,59;-1,3;43,55;-11818;433301;0;66
BIBICHE;57;57320;57079;440;356;35;12,52;6,48333;49,3333;62838;491943;207;295
BIBLISHEIM;67;67360;67037;348;372;155;2,24;7,8;48,9;74742;485356;152;159
BIBOST;69;69690;69022;496;395;94;5,23;4,55;45,8;43246;454751;279;584
BICHANCOURT;2;2300;2086;1041;937;134;7,73;3,21667;49,5833;31253;493446;41;67
BICHES;58;58110;58030;326;290;13;24,55;3,65;47;33903;470023;212;307
BICKENHOLTZ;57;57370;57080;75;63;30;2,46;7,16667;48,8;70954;484815;298;334
BICQUELEY;54;54200;54073;936;792;55;16,82;5,91667;48,6333;55443;483735;207;338
BIDACHE;64;64520;64123;1284;1067;42;30,43;-1,13333;43,4833;-10829;432860;0;162
BIDARRAY;64;64780;64124;649;647;16;38,2;-1,35;43,2667;-12042;431560;61;935
BIDART;64;64210;64125;6206;4670;510;12,15;-1,58333;43,4333;-13535;432613;0;80
BIDESTROFF;57;57260;57081;126;145;15;7,95;6,78333;48,85;64713;485056;210;275
BIDING;57;57660;57082;308;314;45;6,72;6,78333;49,05;64712;490332;251;296
BIDON;7;7700;7034;192;112;6;28,93;4,53333;44,3667;43207;442157;48;402
BIDOS;64;64400;64126;1166;1195;857;1,36;-0,605833;43,1784;-3621;431042;213;267
BIECOURT;88;88170;88058;87;109;14;5,94;5,95;48,3167;55714;481920;311;349
BIEDERTHAL;68;68480;68035;308;308;74;4,16;7,45;47,4667;72655;472811;375;530
BIEF;25;25190;25061;114;122;29;3,81;6,76667;47,3333;64607;471934;357;660
BIEF-DES-MAISONS;39;39150;39052;75;85;12;5,79;6,03333;46,7;60223;464222;890;1144
BIEF-DU-FOURG;39;39250;39053;165;131;16;10,2;6,11667;46,8167;60634;464834;840;883
BIEFMORIN;39;39800;39054;76;67;6;11,25;5,56667;46,9;53329;465404;205;246
BIEFVILLERS-LES-BAPAUME;62;62450;62129;110;82;27;4,04;2,81667;50,1167;24925;500655;102;128
BIELLE;64;64260;64127;444;436;17;25,37;-0,433333;43,05;-2556;430317;420;1973
BIENCOURT;80;80140;80104;124;116;55;2,22;1,7;49,9667;14133;495832;98;129
BIENCOURT-SUR-ORGE;55;55290;55051;134;165;10;12,38;5,35;48,5667;52052;483348;276;369
BIENVILLE;60;60200;60070;454;482;129;3,51;2,83333;49,45;24946;492656;37;139
BIENVILLE-LA-PETITE;54;54300;54074;28;27;15;1,83;6,51667;48,6333;63032;483817;224;280
BIENVILLERS-AU-BOIS;62;62111;62130;613;618;82;7,39;2,61667;50,1667;23706;501024;140;167
BIERMES;8;8300;8064;273;245;34;7,96;4,38333;49,4833;42312;492909;71;146
BIERMONT;60;60490;60071;170;137;43;3,92;2,73333;49,5833;24402;493454;63;92
BIERNE;53;53290;53029;673;633;27;24,15;-0,533333;47,8167;-3236;474838;52;101
BIERNE;59;59380;59082;1644;1732;148;11,04;2,41667;50,9667;22439;505746;0;11
BIERRE-LES-SEMUR;21;21390;21073;88;86;10;8,28;4,3;47,4167;41802;472510;307;386
BIERRY-LES-BELLES-FONTAINES;89;89420;89042;200;229;7;26,9;4,18417;47,5962;41103;473546;220;371
BIERT;9;9320;9057;294;288;12;23,51;1,31667;42,9;11856;425356;559;1371
BIERVILLE;76;76750;76094;273;260;122;2,22;1,26667;49,5333;11624;493221;118;173
BIESHEIM;68;68600;68036;2447;2317;147;16,55;7,55;48,0333;73236;480227;184;194
BIESLES;52;52340;52050;1404;1425;58;23,84;5,3;48,0833;51746;480508;329;444
BIETLENHEIM;67;67720;67038;283;279;132;2,13;7,78333;48,7167;74653;484310;133;168
BIEUJAC;33;33210;33050;504;416;72;6,97;-0,166667;44,55;-918;443222;13;58
BIEUXY;2;2290;2087;30;25;6;4,5;3,26667;49,45;31541;492648;69;158
BIEUZY;56;56310;56016;755;713;39;18,98;2,93584;47,9825;-30351;475857;37;176
BIEVILLE;50;50160;50054;173;146;31;5,56;-0,883333;49,0833;-5318;490453;82;160
BIEVILLE-BEUVILLE;14;14112;14068;2542;2189;227;11,15;-0,327222;49,2356;-1938;491408;1;58
BIEVILLE-QUETIEVILLE;14;14270;14527;319;338;15;20,1;-0,0380556;49,1092;-217;490633;4;58
BIEVRES;2;2860;2088;73;76;27;2,64;3,71667;49,5;34240;492937;82;184
BIEVRES;8;8370;8065;61;66;8;7,3;5,26667;49,5583;51554;493324;183;352
BIEVRES;91;91570;91064;4643;4017;479;9,69;2,21667;48,75;21254;484520;68;178
BIFFONTAINE;88;88430;88059;446;398;50;8,88;6,8;48,2167;64817;481240;456;660
BIGANOS;33;33380;33051;9672;6954;183;52,73;-0,983333;44,65;-5842;443839;0;45
BIGNAC;16;16170;16043;233;198;29;7,77;0,066667;45,8;331;454704;42;143
BIGNAN;56;56500;56017;2729;2548;59;45,84;-2,76667;47,8833;-24628;475245;53;181
BIGNAY;17;17400;17046;424;321;48;8,73;-0,6;45,9167;-3606;455458;14;86
BIGNICOURT;8;8310;8066;65;64;7;8,62;4,41667;49,4;42528;492357;93;147
BIGNICOURT-SUR-MARNE;51;51300;51059;374;374;132;2,83;4,61667;48,6833;43632;484056;100;108
BIGNICOURT-SUR-SAULX;51;51340;51060;176;172;15;11,01;4,78333;48,7667;44629;484556;109;130
BIGNOUX;86;86800;86028;1046;989;72;14,52;0,466667;46,6;2810;463557;92;131
BIGORNO;2B;20252;2B036;77;78;8;8,94;9,30084;42,5295;91803;423146;132;1107
BIGUGLIA;2B;20620;2B037;7058;5022;316;22,27;9,42001;42,627;92512;423737;0;665
BIHOREL;76;76420;76095;8438;9053;3361;2,51;1,11667;49,4667;10658;492717;80;157
BIHUCOURT;62;62121;62131;370;305;79;4,67;2,78333;50,1167;24759;500734;102;131
BILHAC;19;19120;19026;212;191;30;6,99;1,78333;44,95;14626;445637;125;285
BILHERES;64;64260;64128;163;157;9;17,19;-0,45;43,0667;-2654;430331;480;1817
BILIA;2A;20100;2A038;46;40;6;7,43;8,90723;41,6253;85426;413731;153;609
BILIEU;38;38850;38043;1274;926;189;6,71;5,55;45,45;53259;452655;488;810
BILLANCELLES;28;28190;28040;299;213;25;11,95;1,21667;48,4833;11254;482914;181;222
BILLANCOURT;80;80190;80105;183;137;36;4,95;2,88333;49,7167;25336;494411;63;91
BILLE;35;35133;35025;1030;833;60;16,96;-1,25;48,2833;-11447;481716;57;117
BILLECUL;39;39250;39055;33;32;7;4,41;6,05;46,75;60303;464520;780;926
BILLERE;64;64140;64129;13142;13390;2875;4,57;-0,4;43,3;-2350;431809;159;205
BILLEY;21;21130;21074;226;205;59;3,83;5,43333;47,15;52555;470842;184;209
BILLEZOIS;3;3120;3028;392;346;24;15,68;3,56667;46,2167;33420;461236;287;353
BILLIAT;1;1200;1044;484;411;35;13,7;5,78333;46,0667;54707;460437;324;1314
BILLIEME;73;73170;73042;242;267;40;5,98;5,81667;45,7167;54834;454309;320;1161
BILLIERE;31;31110;31068;23;25;10;2,18;0,533333;42,8167;3137;424841;1021;1806
BILLIERS;56;56190;56018;918;696;156;5,87;-2,48333;47,5333;-22922;473154;0;29
BILLIO;56;56420;56019;396;353;32;12,03;-2,63333;47,8667;-23758;475205;81;167
BILLOM;63;63160;63040;4635;4246;273;16,96;3,35;45,7167;32019;454322;345;563
BILLY;14;14370;14074;331;318;48;6,78;-0,2;49,0833;-1137;490526;27;54
BILLY;3;3260;3029;837;931;81;10,22;3,43333;46,2333;32545;461411;235;375
BILLY;41;41130;41016;901;802;34;26,47;1,53333;47,3;13219;471844;69;107
BILLY-BERCLAU;62;62138;62132;4387;4262;592;7,41;2,86667;50,5167;25203;503108;17;27
BILLY-CHEVANNES;58;58270;58031;358;276;15;23,76;3,45;47,0167;32714;470053;234;428
BILLY-LE-GRAND;51;51400;51061;110;99;15;7,26;4,23333;49,1;41348;490631;104;200
BILLY-LES-CHANCEAUX;21;21450;21075;80;74;3;22,29;4,7;47,5333;44230;473251;358;499
BILLY-MONTIGNY;62;62420;62133;8163;8395;3012;2,71;2,9;50,4167;25443;502505;24;45
BILLY-SOUS-MANGIENNES;55;55230;55053;394;298;15;24,66;5,58333;49,3333;53432;491958;202;250
BILLY-SUR-AISNE;2;2200;2089;1081;1189;144;7,47;3,38333;49,3667;32259;492122;56;160
BILLY-SUR-OISY;58;58500;58032;416;400;15;26,65;3,41667;47,4833;32446;472847;172;292
BILLY-SUR-OURCQ;2;2210;2090;215;201;21;10,17;3,3;49,2167;31806;491304;105;194
BILTZHEIM;68;68127;68037;378;334;52;7,15;7,38806;47,9578;72317;475728;199;206
BILWISHEIM;67;67170;67039;400;387;156;2,56;7,66667;48,7167;73931;484235;149;189
BIMONT;62;62650;62134;128;117;18;6,81;1,9;50,55;15412;503232;89;184
BINARVILLE;51;51800;51062;106;124;6;16,61;4,9;49,2333;45338;491423;120;234
BINAS;41;41240;41017;731;593;27;26,38;1,46667;47,9;12745;475412;120;133
BINDERNHEIM;67;67600;67040;921;750;139;6,62;7,6;48,2833;73633;481660;161;166
BINGES;21;21270;21076;628;581;35;17,66;5,26667;47,3333;51602;471946;193;240
BINIC;22;22520;22007;3693;3111;619;5,96;-2,83333;48,6;-24931;483607;0;86
BINING;57;57410;57083;1194;1156;75;15,91;7,25;49,0333;71508;490215;248;379
BINIVILLE;50;50390;50055;103;89;34;2,98;-1,48333;49,4333;-12838;492539;14;40
BINOS;31;31440;31590;35;18;17;1,96;0,616667;42,9;3702;425403;669;1606
BINSON-ET-ORQUIGNY;51;51700;51063;185;185;54;3,39;3,78333;49,0833;34712;490537;66;242
BIO;46;46500;46030;310;255;28;10,79;1,78333;44,7833;14705;444658;296;421
BIOL;38;38690;38044;1373;1201;88;15,51;5,38528;45,4917;52307;452930;438;691
BIOLLET;63;63640;63041;318;389;13;23,46;2,68333;46;24057;455936;620;755
BION;50;50140;50056;401;431;31;12,67;-0,916667;48,6167;-5509;483711;76;305
BIONCOURT;57;57170;57084;314;305;38;8,21;6,36667;48,7833;62144;484736;194;290
BIONVILLE;54;54540;54075;131;123;10;12,14;7,01667;48,4833;70039;482902;325;730
BIONVILLE-SUR-NIED;57;57220;57085;375;363;44;8,43;6,48333;49,1;62850;490617;212;329
BIOT;6;6410;6018;9449;7411;608;15,54;7,1;43,6333;70544;433743;9;208
BIOULE;82;82800;82018;1055;764;51;20,44;1,55;44,0833;13219;440522;84;208
BIOUSSAC;16;16700;16044;228;227;14;15,64;0,283333;46,0333;1629;460152;82;164
BIOZAT;3;3800;3030;744;661;45;16,46;3,26667;46,0667;31621;460437;326;404
BIRAC;16;16120;16045;333;214;28;11,84;-0,066667;45,5667;-347;453337;49;131
BIRAC;33;33430;33053;229;181;22;10,17;-0,133333;44,4167;-814;442503;48;135
BIRAC-SUR-TREC;47;47200;47028;801;672;55;14,34;0,266667;44,5;1553;442910;28;129
BIRAN;32;32350;32054;399;341;10;36,86;0,416667;43,7;2506;434146;105;253
BIRAS;24;24310;24042;586;362;30;19,43;0,633333;45,2833;3820;451716;119;237
BIRIATOU;64;64700;64130;1087;830;98;11,04;-1,74167;43,3333;-14435;431960;0;552
BIRIEUX;1;1330;1045;236;145;14;15,83;5,03333;45,95;50225;455710;277;291
BIRKENWALD;67;67440;67041;291;253;56;5,12;7,35;48,6667;72040;483932;258;432
BIRON;17;17800;17047;234;234;26;8,71;-0,466667;45,5667;-2843;453411;15;81
BIRON;24;24540;24043;185;140;14;12,98;0,872222;44,6309;5220;443751;128;240
BIRON;64;64300;64131;605;505;151;4;-0,733333;43,4667;-4407;432744;57;171
BISCARROSSE;40;40600;40046;12197;9290;76;160,48;-1,16667;44,3917;-10950;442335;0;78
BISCHHEIM;67;67800;67043;17770;16750;4029;4,41;7,75;48,6167;74507;483650;132;150
BISCHHOLTZ;67;67340;67044;280;240;117;2,39;7,55;48,9;73225;485334;182;242
BISCHOFFSHEIM;67;67870;67045;3272;2768;265;12,33;7,48333;48,4833;72922;482913;149;362
BISCHWIHR;68;68320;68038;974;816;301;3,23;7,43333;48,0833;72613;480546;182;187
BISCHWILLER;67;67240;67046;12703;11696;736;17,25;7,86667;48,7667;75125;484559;123;147
BISEL;68;68580;68039;574;601;70;8,1;7,21667;47,5333;71306;473207;386;431
BISINCHI;2B;20235;2B039;195;173;15;12,66;9,32362;42,4784;91925;422842;113;1067
BISLEE;55;55300;55054;61;69;12;4,96;5,5;48,8667;52940;485208;217;311
BISSERT;67;67260;67047;148;157;43;3,37;7,03333;48,9333;70125;485631;213;258
BISSEUIL;51;51150;51064;647;631;64;10,03;4,08333;49,05;40518;490243;69;201
BISSEY-LA-COTE;21;21520;21077;91;120;4;19,93;4,71667;47,9167;44237;475446;229;344
BISSEY-LA-PIERRE;21;21330;21078;76;86;9;8,44;4,43333;47,85;42533;475056;214;261
BISSEY-SOUS-CRUCHAUD;71;71390;71034;347;330;30;11,22;4,68333;46,7333;44102;464354;191;468
BISSEZEELE;59;59380;59083;213;174;59;3,57;2,41667;50,9167;22436;505442;14;31
BISSIERES;14;14370;14075;178;155;114;1,55;-0,083333;49,1167;-535;490649;13;50
BISSY-LA-MACONNAISE;71;71260;71035;212;177;42;4,96;4,78333;46,4833;44719;462852;243;530
BISSY-SOUS-UXELLES;71;71460;71036;67;59;21;3,1;4,71667;46,5667;44312;463407;205;287
BISSY-SUR-FLEY;71;71460;71037;100;73;20;4,8;4,61667;46,6667;43713;463945;274;406
BISTEN-EN-LORRAINE;57;57220;57087;259;255;57;4,48;6,6;49,1667;63553;490943;235;390
BISTROFF;57;57660;57088;336;299;17;19,28;6,71667;49;64251;485931;245;315
BITCHE;57;57230;57089;5319;5751;129;41,13;7,43333;49,05;72531;490306;249;432
BITRY;58;58310;58033;321;312;18;17,47;3,08333;47,4833;30447;472925;181;328
BITRY;60;60350;60072;294;303;44;6,61;3,08333;49,4167;30437;492448;37;144
BITSCHHOFFEN;67;67350;67048;468;416;184;2,54;7,61667;48,85;73712;485133;173;229
BITSCHWILLER-LES-THANN;68;68620;68040;2028;2121;160;12,64;7,08333;47,8333;70449;474949;344;1183
BIVES;32;32380;32055;135;130;13;9,93;0,816667;43,8333;4817;434959;107;192
BIVIERS;38;38330;38045;2360;2385;382;6,17;5,8;45,2333;54812;451424;311;1388
BIVILLE;50;50440;50057;553;414;63;8,7;-1,81667;49,6167;-14921;493646;2;179
BIVILLE-LA-BAIGNARDE;76;76890;76096;627;515;88;7,08;1,05;49,7167;10253;494316;105;151
BIVILLE-LA-RIVIERE;76;76730;76097;104;109;46;2,22;0,933333;49,7833;5548;494633;47;128
